tenure,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents,PhoneService,PaperlessBilling,customerID,Churn,Cluster
11,26.32,277.4,0,,,,,C1530,1,1
49,63.1,3115.18,0,,,,,C1531,1,3
13,22.16,390.83,0,,,,,C1532,0,1
48,28.54,1325.31,0,,,,,C1533,1,1
33,84.95,2816.46,0,,,,,C1534,0,3
72,72.22,5279.43,1,,,,,C1535,0,3
59,63.59,3737.33,0,,,,,C1536,1,3
24,81.43,2003.76,0,,,,,C1537,1,0
40,71.25,2855.23,0,,,,,C1538,1,3
27,80.13,2156.48,0,,,,,C1539,0,0
24,30.13,704.68,1,,,,,C1540,0,2
25,37.44,903.79,0,,,,,C1541,1,1
25,85.5,2126.1,0,,,,,C1542,0,0
9,37.23,400.2,0,,,,,C1543,0,1
11,58.17,634.75,0,,,,,C1544,0,0
6,25.65,80.74,1,,,,,C1545,1,2
3,88.25,278.84,0,,,,,C1546,1,0
12,97.09,1117.68,1,,,,,C1547,1,2
46,73.81,3466.39,0,,,,,C1548,0,3
21,82.9,1700.18,0,,,,,C1549,0,0
1,75.53,38.99,0,,,,,C1550,0,0
33,30.46,989.93,0,,,,,C1551,1,1
54,62.28,3373.54,0,,,,,C1552,1,3
35,81.8,2824.2,0,,,,,C1553,1,3
26,59.69,1606.94,0,,,,,C1554,0,0
3,68.6,250.58,0,,,,,C1555,1,0
8,71.44,561.37,0,,,,,C1556,1,0
16,38.29,629.81,0,,,,,C1557,1,1
1,72.29,92.82,0,,,,,C1558,0,0
2,80.97,113.88,0,,,,,C1559,1,0
54,87.8,4831.98,0,,,,,C1560,1,3
24,98.04,2347.11,0,,,,,C1561,1,0
6,80.2,554.91,1,,,,,C1562,1,2
7,83.42,627.57,0,,,,,C1563,1,0
9,84.3,791.35,0,,,,,C1564,0,0
1,79.06,81.3,0,,,,,C1565,1,0
26,62.17,1676.4,0,,,,,C1566,1,0
3,74.97,275.68,1,,,,,C1567,1,2
32,33.6,1088.35,0,,,,,C1568,0,1
37,69.54,2618.91,0,,,,,C1569,0,3
20,92.56,1831.3,0,,,,,C1570,1,0
29,96.24,2718.0,0,,,,,C1571,1,3
3,32.95,115.77,0,,,,,C1572,1,1
17,57.61,988.27,0,,,,,C1573,0,0
22,93.67,1983.98,0,,,,,C1574,0,0
21,89.67,1877.47,1,,,,,C1575,1,2
2,67.81,100.32,0,,,,,C1576,1,0
8,87.34,609.55,0,,,,,C1577,0,0
7,108.94,736.62,0,,,,,C1578,1,0
16,29.57,488.23,0,,,,,C1579,0,1
28,102.51,2806.62,1,,,,,C1580,0,2
16,72.23,1116.89,0,,,,,C1581,0,0
28,30.48,884.59,0,,,,,C1582,0,1
2,79.11,167.49,0,,,,,C1583,1,0
42,80.96,3466.62,0,,,,,C1584,1,3
15,86.92,1290.95,1,,,,,C1585,1,2
0,64.86,13.66,0,,,,,C1586,0,0
20,71.8,1348.34,0,,,,,C1587,0,0
14,90.42,1188.65,1,,,,,C1588,1,2
4,45.89,198.21,1,,,,,C1589,0,2
28,83.66,2433.11,0,,,,,C1590,0,0
54,75.89,4183.82,0,,,,,C1591,0,3
7,72.7,417.27,0,,,,,C1592,0,0
13,58.67,836.04,0,,,,,C1593,1,0
2,65.07,58.95,1,,,,,C1594,1,2
53,89.91,4825.42,0,,,,,C1595,1,3
7,100.59,680.56,0,,,,,C1596,1,0
4,104.24,411.38,0,,,,,C1597,0,0
13,89.99,1211.3,0,,,,,C1598,1,0
0,71.88,34.64,0,,,,,C1599,0,0
5,94.65,507.29,0,,,,,C1600,0,0
1,32.23,52.4,0,,,,,C1601,0,1
2,77.0,207.43,0,,,,,C1602,1,0
2,102.98,194.1,0,,,,,C1603,0,0
41,33.62,1428.54,0,,,,,C1604,1,1
53,102.85,5408.32,0,,,,,C1605,1,3
12,79.42,946.09,0,,,,,C1606,0,0
19,58.75,1177.12,0,,,,,C1607,0,0
23,37.97,885.52,0,,,,,C1608,0,1
9,91.38,867.69,0,,,,,C1609,1,0
9,73.42,679.15,0,,,,,C1610,0,0
22,93.53,2014.75,0,,,,,C1611,1,0
9,67.82,538.58,1,,,,,C1612,1,2
17,85.89,1464.19,0,,,,,C1613,0,0
14,43.48,653.42,0,,,,,C1614,0,1
14,81.64,1129.55,1,,,,,C1615,1,2
35,30.73,1047.13,0,,,,,C1616,0,1
24,26.83,677.01,0,,,,,C1617,0,1
64,82.13,5165.0,0,,,,,C1618,0,3
31,65.86,1989.78,1,,,,,C1619,0,2
3,67.75,188.77,0,,,,,C1620,0,0
26,90.1,2435.0,0,,,,,C1621,0,0
21,84.64,1800.57,0,,,,,C1622,1,0
20,87.96,1753.62,0,,,,,C1623,1,0
13,94.21,1278.66,0,,,,,C1624,0,0
1,76.41,3.94,0,,,,,C1625,1,0
60,88.86,5314.43,0,,,,,C1626,1,3
38,97.81,3708.93,0,,,,,C1627,1,3
13,20.88,260.15,0,,,,,C1628,1,1
3,92.32,335.3,0,,,,,C1629,1,0
34,82.11,2783.73,1,,,,,C1630,1,2
11,65.07,767.71,0,,,,,C1631,0,0
9,89.06,855.89,0,,,,,C1632,1,0
21,104.85,2248.12,0,,,,,C1633,1,0
28,81.9,2291.01,0,,,,,C1634,0,0
1,49.91,63.8,0,,,,,C1635,0,1
29,92.14,2642.75,0,,,,,C1636,0,3
26,83.86,2225.54,0,,,,,C1637,1,0
17,40.26,604.74,0,,,,,C1638,0,1
8,52.38,428.91,0,,,,,C1639,1,1
3,69.38,125.22,1,,,,,C1640,1,2
2,71.96,191.48,1,,,,,C1641,1,2
0,82.49,43.21,0,,,,,C1642,0,0
4,96.36,451.5,0,,,,,C1643,1,0
10,34.82,346.76,0,,,,,C1644,1,1
5,48.7,279.21,1,,,,,C1645,1,2
7,77.29,519.7,0,,,,,C1646,1,0
9,73.11,577.53,1,,,,,C1647,1,2
7,111.84,788.83,0,,,,,C1648,1,0
25,79.92,2024.62,1,,,,,C1649,1,2
13,86.44,1148.95,0,,,,,C1650,0,0
0,72.32,6.53,0,,,,,C1651,0,0
5,84.19,511.7,0,,,,,C1652,0,0
24,85.85,2068.81,0,,,,,C1653,0,0
7,70.31,525.71,0,,,,,C1654,1,0
50,29.5,1464.52,0,,,,,C1655,0,1
24,81.7,1978.54,0,,,,,C1656,0,0
6,23.11,172.69,0,,,,,C1657,1,1
14,66.23,907.69,0,,,,,C1658,1,0
22,75.76,1618.2,0,,,,,C1659,0,0
4,96.16,429.67,0,,,,,C1660,0,0
5,74.71,370.2,0,,,,,C1661,0,0
14,39.22,542.98,1,,,,,C1662,0,2
51,89.62,4643.75,0,,,,,C1663,0,3
8,59.85,477.85,0,,,,,C1664,1,0
10,104.0,1038.06,0,,,,,C1665,1,0
4,28.73,87.96,0,,,,,C1666,1,1
17,62.3,1060.69,0,,,,,C1667,0,0
26,93.01,2398.78,0,,,,,C1668,0,0
11,75.84,885.39,0,,,,,C1669,1,0
27,66.64,1845.79,0,,,,,C1670,1,0
7,64.57,495.66,0,,,,,C1671,0,0
24,94.07,2263.95,1,,,,,C1672,1,2
5,83.24,425.73,1,,,,,C1673,1,2
30,85.76,2609.57,0,,,,,C1674,1,3
35,35.49,1227.84,0,,,,,C1675,1,1
31,39.97,1286.42,0,,,,,C1676,0,1
4,62.57,183.78,0,,,,,C1677,0,0
23,56.29,1244.59,0,,,,,C1678,1,1
15,90.18,1360.38,0,,,,,C1679,1,0
72,52.94,3827.75,1,,,,,C1680,0,3
8,97.8,853.13,1,,,,,C1681,1,2
29,54.64,1644.25,0,,,,,C1682,0,1
9,83.78,869.63,0,,,,,C1683,1,0
10,71.92,680.81,0,,,,,C1684,1,0
2,57.26,97.44,0,,,,,C1685,1,0
5,29.61,192.95,0,,,,,C1686,1,1
3,66.27,166.62,0,,,,,C1687,0,0
3,64.73,204.76,1,,,,,C1688,1,2
0,87.59,0.0,0,,,,,C1689,1,0
31,73.07,2207.69,0,,,,,C1690,1,0
12,77.44,870.61,0,,,,,C1691,1,0
32,86.79,2656.08,0,,,,,C1692,0,3
18,92.52,1691.78,0,,,,,C1693,1,0
35,88.45,3096.19,0,,,,,C1694,1,3
14,38.22,535.59,0,,,,,C1695,1,1
1,52.72,0.0,0,,,,,C1696,1,1
19,66.3,1274.6,0,,,,,C1697,0,0
22,45.11,1029.22,1,,,,,C1698,0,2
19,67.95,1263.46,0,,,,,C1699,0,0
32,93.24,3030.07,0,,,,,C1700,1,3
26,59.66,1496.98,0,,,,,C1701,0,0
11,72.49,817.98,0,,,,,C1702,1,0
34,82.08,2683.92,0,,,,,C1703,0,3
23,77.55,1771.57,1,,,,,C1704,0,2
2,84.81,182.14,1,,,,,C1705,1,2
15,62.82,918.6,0,,,,,C1706,0,0
26,75.41,1949.83,0,,,,,C1707,0,0
16,62.51,1069.71,0,,,,,C1708,1,0
59,18.25,1027.57,0,,,,,C1709,0,1
2,58.12,17.79,0,,,,,C1710,0,0
25,73.72,1878.21,0,,,,,C1711,0,0
34,31.28,988.65,0,,,,,C1712,0,1
24,56.53,1339.43,0,,,,,C1713,0,1
9,31.94,235.08,0,,,,,C1714,0,1
9,66.04,615.54,1,,,,,C1715,0,2
17,60.04,1068.97,0,,,,,C1716,0,0
10,89.79,848.43,0,,,,,C1717,1,0
42,24.5,1084.9,0,,,,,C1718,0,1
2,78.76,115.46,0,,,,,C1719,0,0
20,53.97,1099.9,0,,,,,C1720,1,1
2,39.71,43.13,0,,,,,C1721,0,1
15,90.05,1417.87,1,,,,,C1722,0,2
25,103.26,2427.29,0,,,,,C1723,0,0
3,83.71,166.56,0,,,,,C1724,1,0
24,62.56,1489.78,0,,,,,C1725,0,0
3,31.12,24.32,0,,,,,C1726,1,1
19,102.27,1996.8,0,,,,,C1727,1,0
14,59.22,742.36,1,,,,,C1728,1,2
7,78.02,524.99,0,,,,,C1729,0,0
2,22.92,237.77,0,,,,,C1730,1,1
26,74.74,1984.79,0,,,,,C1731,1,0
9,72.62,556.74,0,,,,,C1732,1,0
1,88.29,225.26,1,,,,,C1733,1,2
29,18.25,621.28,1,,,,,C1734,1,2
5,59.65,256.99,0,,,,,C1735,1,0
26,29.77,790.9,0,,,,,C1736,1,1
16,75.93,1147.23,0,,,,,C1737,0,0
4,74.59,307.06,0,,,,,C1738,0,0
1,94.54,107.68,1,,,,,C1739,1,2
17,75.02,1265.42,0,,,,,C1740,1,0
0,86.39,18.26,0,,,,,C1741,0,0
1,60.25,115.92,0,,,,,C1742,1,0
24,81.32,1941.22,0,,,,,C1743,1,0
15,84.37,1179.79,0,,,,,C1744,0,0
7,24.77,133.55,0,,,,,C1745,1,1
15,43.59,643.09,0,,,,,C1746,1,1
17,87.12,1459.53,0,,,,,C1747,0,0
16,81.15,1321.94,0,,,,,C1748,1,0
20,88.26,1796.32,0,,,,,C1749,1,0
56,99.1,5503.4,0,,,,,C1750,0,3
9,66.2,551.87,0,,,,,C1751,0,0
7,67.54,616.25,0,,,,,C1752,0,0
0,75.95,0.0,1,,,,,C1753,0,2
3,76.58,293.96,0,,,,,C1754,1,0
2,66.84,30.29,0,,,,,C1755,0,0
8,81.8,772.43,0,,,,,C1756,1,0
18,57.19,1008.31,0,,,,,C1757,0,1
0,80.0,0.0,0,,,,,C1758,1,0
26,96.97,2528.25,0,,,,,C1759,0,0
10,100.81,1121.83,0,,,,,C1760,1,0
66,62.54,4238.44,0,,,,,C1761,1,3
16,91.93,1468.04,0,,,,,C1762,1,0
29,73.79,2134.59,0,,,,,C1763,0,0
39,58.43,2205.57,0,,,,,C1764,0,3
43,54.14,2418.96,0,,,,,C1765,0,3
14,36.24,573.98,0,,,,,C1766,1,1
10,73.75,818.4,0,,,,,C1767,0,0
16,66.83,1032.41,0,,,,,C1768,0,0
10,73.07,786.31,1,,,,,C1769,1,2
5,72.29,332.16,0,,,,,C1770,1,0
7,71.64,603.02,0,,,,,C1771,1,0
5,18.25,37.81,0,,,,,C1772,1,1
6,59.32,333.5,0,,,,,C1773,0,0
1,69.0,108.39,0,,,,,C1774,0,0
11,67.89,675.68,0,,,,,C1775,0,0
5,77.44,378.88,0,,,,,C1776,0,0
11,31.95,292.19,1,,,,,C1777,0,2
31,32.67,993.62,0,,,,,C1778,1,1
11,34.93,335.1,0,,,,,C1779,1,1
61,46.25,2840.96,0,,,,,C1780,1,3
3,79.05,276.15,0,,,,,C1781,1,0
37,91.12,3363.04,0,,,,,C1782,1,3
5,26.55,217.98,0,,,,,C1783,0,1
54,75.41,4054.25,0,,,,,C1784,0,3
5,38.32,154.35,1,,,,,C1785,1,2
27,98.96,2657.22,0,,,,,C1786,1,3
1,72.43,42.64,0,,,,,C1787,0,0
19,75.35,1332.87,1,,,,,C1788,1,2
4,79.96,389.02,0,,,,,C1789,0,0
22,26.99,533.69,0,,,,,C1790,1,1
20,87.25,1733.76,1,,,,,C1791,1,2
51,69.8,3600.09,0,,,,,C1792,0,3
19,90.54,1715.14,1,,,,,C1793,0,2
10,96.23,971.24,0,,,,,C1794,0,0
4,64.46,236.26,0,,,,,C1795,1,0
21,21.43,508.28,1,,,,,C1796,0,2
2,93.29,212.19,0,,,,,C1797,0,0
35,83.34,2838.49,0,,,,,C1798,1,3
5,97.09,564.14,0,,,,,C1799,0,0
14,94.41,1293.16,1,,,,,C1800,0,2
18,59.68,1133.52,0,,,,,C1801,1,0
9,31.5,297.15,0,,,,,C1802,1,1
21,89.7,1801.82,0,,,,,C1803,0,0
5,72.92,368.25,0,,,,,C1804,0,0
0,39.89,32.74,0,,,,,C1805,0,1
64,33.15,2142.71,0,,,,,C1806,0,3
7,68.91,517.87,0,,,,,C1807,0,0
24,85.56,2041.11,0,,,,,C1808,0,0
14,26.29,257.37,0,,,,,C1809,0,1
22,29.22,592.42,0,,,,,C1810,0,1
2,26.56,105.95,0,,,,,C1811,0,1
14,90.3,1262.25,1,,,,,C1812,1,2
9,61.16,609.04,0,,,,,C1813,0,0
12,75.62,905.11,0,,,,,C1814,0,0
67,88.92,6059.31,0,,,,,C1815,1,3
2,24.62,45.94,0,,,,,C1816,0,1
28,67.01,1900.97,0,,,,,C1817,1,0
8,55.73,539.27,0,,,,,C1818,0,1
6,85.29,456.36,0,,,,,C1819,1,0
6,94.12,582.75,1,,,,,C1820,0,2
8,83.54,635.99,0,,,,,C1821,0,0
8,84.31,582.49,0,,,,,C1822,1,0
6,74.48,461.97,0,,,,,C1823,1,0
22,47.14,1080.85,1,,,,,C1824,0,2
0,66.74,0.0,0,,,,,C1825,1,0
8,71.57,672.64,0,,,,,C1826,0,0
6,45.54,276.64,0,,,,,C1827,1,1
27,85.42,2301.7,0,,,,,C1828,1,0
3,31.34,86.33,0,,,,,C1829,0,1
56,65.13,3644.29,0,,,,,C1830,1,3
3,79.56,388.1,1,,,,,C1831,1,2
9,92.81,866.09,1,,,,,C1832,1,2
4,60.04,300.95,0,,,,,C1833,1,0
6,91.99,504.4,1,,,,,C1834,1,2
28,95.0,2701.34,0,,,,,C1835,0,3
12,37.45,491.92,0,,,,,C1836,0,1
3,56.66,171.12,0,,,,,C1837,0,0
0,76.06,0.0,0,,,,,C1838,0,0
5,65.82,326.4,1,,,,,C1839,1,2
58,60.21,3436.9,0,,,,,C1840,0,3
37,67.46,2509.93,0,,,,,C1841,1,3
11,96.1,1031.01,0,,,,,C1842,1,0
13,86.32,1220.98,0,,,,,C1843,0,0
45,98.03,4354.84,0,,,,,C1844,0,3
17,78.03,1288.51,0,,,,,C1845,0,0
42,93.34,3857.25,0,,,,,C1846,1,3
13,83.09,1165.55,1,,,,,C1847,1,2
4,83.97,296.36,0,,,,,C1848,1,0
25,77.41,1923.11,0,,,,,C1849,0,0
14,83.72,1149.57,1,,,,,C1850,0,2
22,80.46,1815.75,0,,,,,C1851,1,0
3,87.28,351.58,0,,,,,C1852,1,0
20,78.72,1642.37,0,,,,,C1853,0,0
9,50.96,442.14,0,,,,,C1854,1,1
8,86.47,602.43,0,,,,,C1855,0,0
22,99.22,2106.51,0,,,,,C1856,1,0
17,68.31,1173.6,0,,,,,C1857,1,0
20,91.52,1773.87,0,,,,,C1858,1,0
67,34.15,2283.89,0,,,,,C1859,0,3
24,84.3,1962.38,0,,,,,C1860,0,0
20,36.17,787.65,0,,,,,C1861,0,1
19,78.55,1415.55,0,,,,,C1862,0,0
10,88.12,849.91,0,,,,,C1863,1,0
36,86.37,3020.17,0,,,,,C1864,1,3
9,25.29,170.78,0,,,,,C1865,1,1
24,30.44,781.7,1,,,,,C1866,0,2
6,67.62,427.53,0,,,,,C1867,0,0
3,85.62,267.57,0,,,,,C1868,1,0
2,88.46,130.43,0,,,,,C1869,1,0
20,62.24,1184.63,1,,,,,C1870,0,2
7,59.95,352.66,0,,,,,C1871,1,0
6,81.43,519.74,0,,,,,C1872,1,0
17,30.34,521.63,1,,,,,C1873,0,2
0,66.4,3.39,0,,,,,C1874,1,0
5,85.9,551.14,0,,,,,C1875,1,0
8,78.0,567.85,0,,,,,C1876,1,0
24,26.1,659.32,0,,,,,C1877,0,1
15,84.29,1197.48,0,,,,,C1878,0,0
38,39.59,1527.06,0,,,,,C1879,1,1
8,72.47,700.99,0,,,,,C1880,0,0
7,73.0,512.12,0,,,,,C1881,0,0
0,87.77,92.53,0,,,,,C1882,0,0
60,87.61,5198.5,0,,,,,C1883,0,3
13,72.99,958.71,0,,,,,C1884,1,0
13,86.13,1176.18,0,,,,,C1885,0,0
51,90.14,4642.44,0,,,,,C1886,0,3
6,26.87,194.0,1,,,,,C1887,1,2
8,65.8,404.01,0,,,,,C1888,1,0
21,69.51,1518.35,0,,,,,C1889,0,0
30,58.78,1830.61,0,,,,,C1890,0,0
24,39.06,951.86,0,,,,,C1891,1,1
31,57.37,1862.5,0,,,,,C1892,0,1
17,90.73,1500.07,0,,,,,C1893,1,0
39,55.46,2239.82,0,,,,,C1894,0,3
15,71.17,1044.03,0,,,,,C1895,0,0
5,38.61,191.3,0,,,,,C1896,0,1
15,96.36,1407.92,0,,,,,C1897,1,0
24,86.95,2012.23,1,,,,,C1898,0,2
21,73.98,1532.84,0,,,,,C1899,1,0
5,55.51,255.79,0,,,,,C1900,0,1
0,42.46,8.93,0,,,,,C1901,1,1
5,77.88,353.38,0,,,,,C1902,0,0
72,92.42,6664.4,0,,,,,C1903,1,3
4,93.64,382.97,0,,,,,C1904,0,0
12,70.94,897.71,0,,,,,C1905,0,0
20,86.94,1812.71,0,,,,,C1906,0,0
42,30.15,1282.82,0,,,,,C1907,0,1
28,102.34,2874.62,0,,,,,C1908,1,3
47,108.23,5133.44,1,,,,,C1909,0,3
18,101.38,1850.44,0,,,,,C1910,0,0
40,89.85,3631.64,0,,,,,C1911,0,3
6,34.66,182.88,0,,,,,C1912,0,1
11,32.34,302.29,0,,,,,C1913,0,1
37,86.6,3284.46,1,,,,,C1914,0,2
7,100.46,676.78,0,,,,,C1915,1,0
40,24.27,1025.25,0,,,,,C1916,0,1
9,89.51,784.2,0,,,,,C1917,1,0
9,84.37,651.16,0,,,,,C1918,1,0
7,31.23,207.71,0,,,,,C1919,0,1
15,82.01,1211.9,0,,,,,C1920,0,0
2,77.43,170.97,1,,,,,C1921,0,2
0,72.66,0.0,0,,,,,C1922,0,0
45,100.86,4542.23,0,,,,,C1923,1,3
52,99.32,5197.13,0,,,,,C1924,1,3
1,32.89,104.79,0,,,,,C1925,1,1
15,75.08,1098.0,0,,,,,C1926,1,0
15,89.65,1383.82,0,,,,,C1927,1,0
9,61.93,522.42,1,,,,,C1928,1,2
16,27.97,496.55,0,,,,,C1929,0,1
12,96.15,1179.57,0,,,,,C1930,0,0
13,100.44,1297.32,0,,,,,C1931,1,0
28,82.2,2373.83,0,,,,,C1932,0,0
14,56.48,655.56,0,,,,,C1933,1,1
7,34.47,215.27,0,,,,,C1934,1,1
17,64.65,996.21,0,,,,,C1935,1,0
20,86.97,1643.35,0,,,,,C1936,1,0
21,76.52,1622.47,1,,,,,C1937,0,2
19,88.77,1629.61,1,,,,,C1938,1,2
21,89.27,1917.33,0,,,,,C1939,0,0
7,93.7,709.53,0,,,,,C1940,1,0
11,78.25,902.81,0,,,,,C1941,1,0
22,87.41,1840.27,0,,,,,C1942,0,0
28,79.35,2226.39,0,,,,,C1943,1,0
11,67.86,741.84,0,,,,,C1944,0,0
9,82.65,755.17,0,,,,,C1945,0,0
25,85.65,2199.55,0,,,,,C1946,0,0
5,72.92,384.45,0,,,,,C1947,0,0
0,35.47,0.0,0,,,,,C1948,0,1
12,86.93,1040.09,0,,,,,C1949,0,0
3,75.83,245.79,0,,,,,C1950,0,0
9,100.58,919.68,0,,,,,C1951,1,0
6,83.45,488.84,0,,,,,C1952,1,0
30,90.95,2778.48,1,,,,,C1953,0,2
8,31.7,276.69,0,,,,,C1954,1,1
20,34.01,653.14,0,,,,,C1955,1,1
22,85.2,1764.43,0,,,,,C1956,1,0
12,95.7,1153.8,1,,,,,C1957,1,2
1,72.84,82.11,0,,,,,C1958,1,0
24,85.85,2111.49,0,,,,,C1959,1,0
1,105.6,34.76,1,,,,,C1960,1,2
2,62.75,60.61,0,,,,,C1961,0,0
4,64.7,310.77,1,,,,,C1962,0,2
6,33.68,219.61,1,,,,,C1963,1,2
37,82.48,3053.99,1,,,,,C1964,1,2
22,76.9,1645.59,0,,,,,C1965,0,0
9,66.48,613.38,0,,,,,C1966,0,0
72,109.37,7951.49,0,,,,,C1967,1,3
5,58.28,240.51,0,,,,,C1968,0,0
18,67.05,1149.83,0,,,,,C1969,0,0
37,60.45,2098.93,0,,,,,C1970,0,3
32,73.79,2380.8,0,,,,,C1971,0,3
1,85.72,74.08,0,,,,,C1972,1,0
23,70.95,1596.84,0,,,,,C1973,1,0
5,59.45,353.78,0,,,,,C1974,0,0
8,94.81,769.97,0,,,,,C1975,1,0
13,105.0,1310.85,0,,,,,C1976,0,0
31,84.19,2573.2,0,,,,,C1977,1,3
3,89.2,230.64,0,,,,,C1978,1,0
2,95.35,103.66,0,,,,,C1979,0,0
3,80.57,297.6,0,,,,,C1980,0,0
4,89.99,374.58,0,,,,,C1981,1,0
1,96.02,119.59,0,,,,,C1982,1,0
52,41.39,2115.15,0,,,,,C1983,0,3
7,35.41,282.0,1,,,,,C1984,1,2
3,50.79,209.02,0,,,,,C1985,0,1
20,39.99,808.95,0,,,,,C1986,0,1
30,36.51,1128.05,0,,,,,C1987,0,1
27,30.91,784.96,0,,,,,C1988,0,1
25,93.39,2440.67,0,,,,,C1989,1,0
1,33.24,66.43,0,,,,,C1990,0,1
30,85.41,2646.33,0,,,,,C1991,1,3
13,54.96,743.97,0,,,,,C1992,0,1
20,90.31,1790.88,0,,,,,C1993,1,0
62,96.11,5941.84,0,,,,,C1994,1,3
33,79.23,2596.45,0,,,,,C1995,0,3
34,28.25,958.77,1,,,,,C1996,1,2
4,31.17,138.05,0,,,,,C1997,1,1
12,40.55,516.24,0,,,,,C1998,0,1
59,41.91,2476.89,0,,,,,C1999,0,3
17,72.33,1150.34,0,,,,,C2000,1,0
2,86.13,101.55,0,,,,,C2001,1,0
26,28.82,754.37,0,,,,,C2002,0,1
0,48.23,0.0,0,,,,,C2003,0,1
27,18.25,589.45,0,,,,,C2004,0,1
42,86.55,3680.13,0,,,,,C2005,0,3
11,28.06,320.51,0,,,,,C2006,0,1
10,80.88,755.45,1,,,,,C2007,1,2
7,70.19,489.86,0,,,,,C2008,1,0
41,22.47,903.57,0,,,,,C2009,0,1
15,80.4,1134.2,0,,,,,C2010,1,0
17,47.58,876.47,0,,,,,C2011,1,1
21,77.39,1605.23,1,,,,,C2012,0,2
7,92.66,666.57,0,,,,,C2013,1,0
11,53.01,540.07,0,,,,,C2014,0,1
27,21.79,623.94,0,,,,,C2015,0,1
72,82.69,5941.33,0,,,,,C2016,1,3
0,77.45,0.0,0,,,,,C2017,0,0
0,75.3,0.0,0,,,,,C2018,0,0
11,84.01,914.13,0,,,,,C2019,1,0
21,75.93,1555.36,1,,,,,C2020,0,2
9,79.17,718.84,0,,,,,C2021,1,0
72,80.16,5798.03,0,,,,,C2022,0,3
4,91.94,383.76,0,,,,,C2023,0,0
0,27.64,0.0,0,,,,,C2024,1,1
4,90.67,320.46,0,,,,,C2025,0,0
43,83.61,3619.49,0,,,,,C2026,0,3
3,61.79,222.23,0,,,,,C2027,1,0
13,91.26,1161.91,0,,,,,C2028,1,0
10,66.73,656.22,1,,,,,C2029,0,2
21,77.1,1603.86,0,,,,,C2030,0,0
1,77.0,99.18,0,,,,,C2031,1,0
21,60.7,1235.95,0,,,,,C2032,0,0
8,36.49,315.8,1,,,,,C2033,1,2
52,95.11,4957.34,0,,,,,C2034,0,3
37,33.31,1221.13,0,,,,,C2035,1,1
10,32.9,340.72,0,,,,,C2036,1,1
72,34.54,2490.63,1,,,,,C2037,1,3
1,95.78,67.39,1,,,,,C2038,1,2
31,87.65,2684.91,0,,,,,C2039,0,3
11,79.33,886.36,0,,,,,C2040,0,0
11,24.4,265.79,0,,,,,C2041,1,1
3,93.86,292.51,0,,,,,C2042,0,0
14,62.65,851.92,0,,,,,C2043,0,0
1,60.1,71.88,0,,,,,C2044,0,0
19,82.27,1572.49,1,,,,,C2045,0,2
5,94.19,540.95,0,,,,,C2046,1,0
25,76.31,1851.54,0,,,,,C2047,0,0
18,90.36,1636.42,0,,,,,C2048,0,0
27,74.77,2035.65,0,,,,,C2049,0,0
27,80.03,2227.7,0,,,,,C2050,0,0
4,70.96,320.83,0,,,,,C2051,1,0
0,90.17,61.96,0,,,,,C2052,1,0
9,76.91,647.2,1,,,,,C2053,1,2
50,70.21,3542.04,0,,,,,C2054,0,3
17,36.47,684.29,0,,,,,C2055,0,1
26,88.21,2255.67,0,,,,,C2056,1,0
42,66.18,2772.31,0,,,,,C2057,0,3
47,35.04,1693.96,0,,,,,C2058,0,1
15,68.04,998.61,0,,,,,C2059,0,0
15,93.65,1429.38,0,,,,,C2060,1,0
38,71.14,2697.39,0,,,,,C2061,0,3
32,83.69,2729.63,0,,,,,C2062,0,3
24,68.17,1638.98,0,,,,,C2063,0,0
18,31.21,539.29,0,,,,,C2064,0,1
19,52.66,1030.93,1,,,,,C2065,1,2
9,63.02,518.56,0,,,,,C2066,0,0
36,107.05,3822.15,0,,,,,C2067,0,3
19,89.69,1681.63,1,,,,,C2068,1,2
5,60.89,276.79,0,,,,,C2069,0,0
5,48.53,198.86,0,,,,,C2070,0,1
39,66.28,2626.33,1,,,,,C2071,0,2
19,39.96,730.47,0,,,,,C2072,0,1
10,47.9,479.09,1,,,,,C2073,1,2
4,62.37,210.2,1,,,,,C2074,0,2
18,28.27,532.25,0,,,,,C2075,0,1
4,73.11,287.99,0,,,,,C2076,0,0
12,99.71,1199.78,0,,,,,C2077,0,0
22,77.23,1669.76,0,,,,,C2078,1,0
16,89.65,1448.22,0,,,,,C2079,1,0
51,27.32,1429.27,0,,,,,C2080,0,1
0,50.96,0.0,0,,,,,C2081,1,1
6,107.32,701.26,0,,,,,C2082,0,0
1,72.72,42.59,0,,,,,C2083,1,0
4,80.88,244.26,0,,,,,C2084,0,0
2,68.04,170.92,0,,,,,C2085,0,0
26,78.82,2022.98,0,,,,,C2086,0,0
9,84.44,673.54,1,,,,,C2087,0,2
51,84.71,4315.13,1,,,,,C2088,0,3
0,25.01,0.0,0,,,,,C2089,1,1
21,28.25,545.33,1,,,,,C2090,0,2
70,75.87,5314.77,0,,,,,C2091,0,3
3,70.89,249.45,0,,,,,C2092,0,0
11,69.07,748.67,0,,,,,C2093,1,0
24,76.83,1964.73,0,,,,,C2094,0,0
20,55.4,1077.09,1,,,,,C2095,0,2
16,27.1,456.86,0,,,,,C2096,1,1
7,40.1,260.48,0,,,,,C2097,1,1
26,86.92,2282.34,0,,,,,C2098,0,0
